2011-03-16 12:40:02.896358	M008	OFF
2011-03-16 12:40:02.922858	M014	OFF
2011-03-16 12:40:02.937067	M007	OFF
2011-03-16 12:40:03.717261	M009	OFF
2011-03-16 12:40:04.320823	M013	OFF
2011-03-16 12:40:05.345334	M013	ON
2011-03-16 12:40:06.885311	M014	ON
2011-03-16 12:40:09.02801	M009	ON
2011-03-16 12:40:10.242671	M008	ON
2011-03-16 12:40:11.966409	M013	OFF
2011-03-16 12:40:12.352139	M014	OFF
2011-03-16 12:40:13.651264	M014	ON
2011-03-16 12:40:16.057355	M008	OFF
2011-03-16 12:40:19.253322	M009	OFF
2011-03-16 12:40:20.086206	M009	ON
2011-03-16 12:40:21.334272	M014	OFF
2011-03-16 12:40:30.560588	M014	ON
2011-03-16 12:40:31.170856	M013	ON
2011-03-16 12:40:34.268081	M014	OFF
2011-03-16 12:40:37.666059	M009	OFF
2011-03-16 12:40:43.037263	T001	20.5
2011-03-16 12:40:45.092348	M013	OFF
2011-03-16 12:40:46.549939	M009	ON
2011-03-16 12:40:54.690326	M014	ON
2011-03-16 12:40:58.820869	M014	OFF
2011-03-16 12:40:59.422703	M009	OFF
2011-03-16 12:41:07.260724	M009	ON
2011-03-16 12:41:09.787979	M009	OFF
2011-03-16 12:41:10.162126	M009	ON
2011-03-16 12:41:14.961284	M009	OFF
2011-03-16 12:41:21.913422	M014	ON
2011-03-16 12:41:21.936179	M013	ON
2011-03-16 12:41:23.122171	A001	2.85762
2011-03-16 12:41:23.617017	M013	OFF
2011-03-16 12:41:24.783676	M009	ON
2011-03-16 12:41:25.473883	A001	2.83403
2011-03-16 12:41:27.816012	M014	OFF
2011-03-16 12:41:28.42031	M009	OFF
2011-03-16 12:41:28.796578	M014	ON
2011-03-16 12:41:31.697495	M009	ON
2011-03-16 12:41:32.302639	M013	ON
2011-03-16 12:41:32.903365	M009	OFF
2011-03-16 12:41:36.143123	M013	OFF
2011-03-16 12:41:37.390328	M014	OFF
2011-03-16 12:41:37.769737	M014	ON
2011-03-16 12:41:40.102174	M014	OFF
2011-03-16 12:41:42.276219	M014	ON
2011-03-16 12:41:43.751472	M009	ON
2011-03-16 12:41:45.639705	M013	ON
2011-03-16 12:41:51.524205	M009	OFF
2011-03-16 12:41:52.158901	M013	OFF
2011-03-16 12:42:01.047765	M009	ON
2011-03-16 12:42:07.636597	P001	2732
2011-03-16 12:42:13.342236	M009	OFF
2011-03-16 12:42:20.154455	M014	OFF
2011-03-16 12:42:21.647116	P001	2372
2011-03-16 12:42:28.467188	M009	ON
2011-03-16 12:42:29.731751	A001	2.80715
2011-03-16 12:42:32.198564	A001	2.83356
2011-03-16 12:42:33.200286	M009	OFF
2011-03-16 12:42:36.901255	M009	ON
2011-03-16 12:42:41.394057	M009	OFF
2011-03-16 12:42:42.5578	M014	ON
2011-03-16 12:42:45.679334	P001	2360
2011-03-16 12:42:50.945814	M009	ON
2011-03-16 12:42:54.038272	M015	ON
2011-03-16 12:42:55.117386	M016	ON
2011-03-16 12:42:57.885505	M014	OFF
