2011-05-05 13:00:01.131863	A001	2.50801
2011-05-05 13:00:01.871992	M014	OFF
2011-05-05 13:00:03.609929	A001	2.47879
2011-05-05 13:00:06.063104	A001	2.52254
2011-05-05 13:00:06.723216	M009	ON
2011-05-05 13:00:08.157013	M008	ON
2011-05-05 13:00:08.178955	M016	OFF
2011-05-05 13:00:08.546366	A001	2.47746
2011-05-05 13:00:09.077491	M007	ON
2011-05-05 13:00:09.091874	M015	OFF
2011-05-05 13:00:09.611092	M001	ON
2011-05-05 13:00:09.629888	M023	ON
2011-05-05 13:00:11.549755	M009	OFF
2011-05-05 13:00:12.769162	M008	OFF
2011-05-05 13:00:12.784057	M007	OFF
2011-05-05 13:00:18.405416	A001	2.51402
2011-05-05 13:00:20.421427	M008	ON
2011-05-05 13:00:20.453269	M007	ON
2011-05-05 13:00:20.480711	M013	ON
2011-05-05 13:00:20.921044	A001	2.48949
2011-05-05 13:00:21.479477	M009	ON
2011-05-05 13:00:21.865653	M023	OFF
2011-05-05 13:00:22.841893	M013	OFF
2011-05-05 13:00:23.674639	M007	OFF
2011-05-05 13:00:24.04937	M001	OFF
2011-05-05 13:00:25.562271	M008	OFF
2011-05-05 13:00:32.10584	M009	OFF
2011-05-05 13:00:36.031907	T002	23.5
2011-05-05 13:00:36.049374	T003	26
2011-05-05 13:00:36.067068	T005	22.5
2011-05-05 13:00:36.487901	M009	ON
2011-05-05 13:00:38.604749	M013	ON
2011-05-05 13:00:39.560542	M009	OFF
2011-05-05 13:00:40.399782	M009	ON
2011-05-05 13:00:42.929073	M013	OFF
2011-05-05 13:00:44.779729	M013	ON
2011-05-05 13:00:47.314579	M013	OFF
2011-05-05 13:00:48.478334	M009	OFF
2011-05-05 13:00:50.24818	M009	ON
2011-05-05 13:00:51.457926	M009	OFF
2011-05-05 13:00:57.808252	P001	808
2011-05-05 13:01:07.711567	A001	2.46426
2011-05-05 13:01:10.173863	A001	2.48926
2011-05-05 13:01:12.657643	M013	ON
2011-05-05 13:01:15.260826	M013	OFF
2011-05-05 13:01:15.643072	M013	ON
2011-05-05 13:01:18.15342	M013	OFF
2011-05-05 13:01:27.901773	M013	ON
2011-05-05 13:01:35.358265	M013	OFF
2011-05-05 13:01:36.20832	M009	ON
2011-05-05 13:01:36.847939	M013	ON
2011-05-05 13:01:37.521519	M009	OFF
2011-05-05 13:01:39.04589	M013	OFF
2011-05-05 13:01:42.255354	A001	2.53059
2011-05-05 13:01:43.702939	M009	ON
2011-05-05 13:01:44.725973	A001	2.48113
2011-05-05 13:01:46.549738	M008	ON
2011-05-05 13:01:47.642407	M007	ON
2011-05-05 13:01:48.524972	M001	ON
2011-05-05 13:01:49.678512	A001	2.45504
2011-05-05 13:01:52.152512	A001	2.48504
2011-05-05 13:01:52.675254	M009	OFF
2011-05-05 13:01:54.359951	M001	OFF
2011-05-05 13:01:54.381845	M007	OFF
2011-05-05 13:01:54.633687	A001	2.51254
2011-05-05 13:01:56.741532	M008	OFF
2011-05-05 13:01:57.127839	A001	2.48848
2011-05-05 13:01:58.078074	M008	ON
2011-05-05 13:01:58.466412	M013	ON
2011-05-05 13:02:00.420195	M009	ON
2011-05-05 13:02:02.999186	M013	OFF
2011-05-05 13:02:03.37207	M008	OFF
2011-05-05 13:02:05.83333	P001	818
2011-05-05 13:02:10.813654	M009	OFF
2011-05-05 13:02:19.33444	M013	ON
2011-05-05 13:02:19.379625	A001	2.50871
2011-05-05 13:02:20.572518	M013	OFF
2011-05-05 13:02:21.672816	M013	ON
2011-05-05 13:02:22.90414	M009	ON
2011-05-05 13:02:23.291056	M008	ON
2011-05-05 13:02:24.373972	M013	OFF
2011-05-05 13:02:26.837115	A001	2.48301
2011-05-05 13:02:27.241023	M009	OFF
2011-05-05 13:02:29.230393	M013	ON
2011-05-05 13:02:31.766588	A001	2.46129
2011-05-05 13:02:32.178745	M014	ON
2011-05-05 13:02:32.197405	M009	ON
2011-05-05 13:02:34.228208	A001	2.48824
2011-05-05 13:02:34.37797	M009	OFF
2011-05-05 13:02:34.75521	M014	OFF
2011-05-05 13:02:35.826015	M008	OFF
2011-05-05 13:02:40.518812	M014	ON
2011-05-05 13:02:43.260791	M014	OFF
2011-05-05 13:02:44.325943	M014	ON
2011-05-05 13:02:51.797443	M014	OFF
2011-05-05 13:02:53.047821	M013	OFF
2011-05-05 13:02:54.541556	M013	ON
2011-05-05 13:03:00.714828	M013	OFF
2011-05-05 13:03:01.598763	M013	ON
2011-05-05 13:03:01.988146	M014	ON
2011-05-05 13:03:04.512218	M014	OFF
2011-05-05 13:03:04.88409	M014	ON
2011-05-05 13:03:14.646472	M014	OFF
2011-05-05 13:03:18.680452	A001	2.45715
2011-05-05 13:03:21.152855	A001	2.49019
2011-05-05 13:03:31.527173	M014	ON
2011-05-05 13:03:35.289104	M014	OFF
2011-05-05 13:03:43.466765	A001	2.52254
2011-05-05 13:03:45.959373	A001	2.48004
2011-05-05 13:03:50.409176	M013	OFF
2011-05-05 13:03:54.726379	M013	ON
2011-05-05 13:03:55.825281	A001	2.51785
2011-05-05 13:03:56.642297	M013	OFF
2011-05-05 13:03:58.299393	A001	2.49168
2011-05-05 13:04:02.594056	M013	ON
2011-05-05 13:04:05.940651	M014	ON
2011-05-05 13:04:07.621377	M013	OFF
2011-05-05 13:04:09.374227	M014	OFF
2011-05-05 13:04:09.763444	M013	ON
2011-05-05 13:04:15.730285	M014	ON
2011-05-05 13:04:16.546002	M014	OFF
2011-05-05 13:04:20.497145	M014	ON
2011-05-05 13:04:22.040169	M013	OFF
2011-05-05 13:04:23.577992	M013	ON
2011-05-05 13:04:26.168337	M014	OFF
2011-05-05 13:04:38.810772	M014	ON
2011-05-05 13:04:41.065438	M014	OFF
2011-05-05 13:04:48.337849	M014	ON
2011-05-05 13:04:50.20803	A001	2.52254
2011-05-05 13:04:52.693075	A001	2.48215
2011-05-05 13:04:55.173481	A001	2.51473
2011-05-05 13:04:57.635853	A001	2.47973
2011-05-05 13:04:59.027571	M008	ON
2011-05-05 13:04:59.403384	M009	ON
2011-05-05 13:05:00.842247	M007	ON
2011-05-05 13:05:01.459412	M013	OFF
2011-05-05 13:05:01.833313	M013	ON
2011-05-05 13:05:02.822606	M014	OFF
2011-05-05 13:05:02.866545	M007	OFF
2011-05-05 13:05:05.303304	M008	OFF
2011-05-05 13:05:07.504756	A001	2.43863
2011-05-05 13:05:08.522139	M013	OFF
2011-05-05 13:05:09.970237	A001	2.48129
2011-05-05 13:05:13.24909	M009	OFF
2011-05-05 13:05:13.631918	M013	ON
2011-05-05 13:05:14.481955	M009	ON
2011-05-05 13:05:15.495384	M008	ON
2011-05-05 13:05:16.257501	M014	ON
2011-05-05 13:05:16.272467	M013	OFF
2011-05-05 13:05:19.309713	M013	ON
2011-05-05 13:05:19.925301	M013	OFF
2011-05-05 13:05:21.227781	M014	OFF
2011-05-05 13:05:26.221332	M007	ON
2011-05-05 13:05:26.840141	M015	ON
2011-05-05 13:05:27.206898	M016	ON
2011-05-05 13:05:28.629268	M014	ON
2011-05-05 13:05:29.941035	M007	OFF
2011-05-05 13:05:30.32105	M013	ON
2011-05-05 13:05:31.082617	M008	OFF
2011-05-05 13:05:31.101275	D007	OPEN
2011-05-05 13:05:31.460345	M017	ON
2011-05-05 13:05:32.368899	M009	OFF
2011-05-05 13:05:32.74802	M013	OFF
2011-05-05 13:05:33.535612	M014	OFF
2011-05-05 13:05:34.146827	M015	OFF
2011-05-05 13:05:34.912978	M016	OFF
2011-05-05 13:05:34.929589	I006	ABSENT
2011-05-05 13:05:39.540428	T003	25
2011-05-05 13:05:39.563333	T001	20
2011-05-05 13:05:40.015068	M017	OFF
2011-05-05 13:05:40.297632	M017	ON
2011-05-05 13:05:41.143088	I010	ABSENT
2011-05-05 13:05:42.588197	M017	OFF
2011-05-05 13:05:43.776175	SS018	MOVED
2011-05-05 13:05:44.554024	A001	2.50527
2011-05-05 13:05:45.70703	M017	ON
2011-05-05 13:05:48.66371	SS018	STILL
2011-05-05 13:05:49.467172	A001	2.45457
2011-05-05 13:05:49.66326	M017	OFF
2011-05-05 13:05:50.707958	M017	ON
2011-05-05 13:05:51.96504	A001	2.48676
2011-05-05 13:05:52.858976	M017	OFF
2011-05-05 13:05:58.117964	M017	ON
2011-05-05 13:06:00.911382	M017	OFF
2011-05-05 13:06:04.895844	I010	PRESENT
2011-05-05 13:06:06.274866	I006	PRESENT
2011-05-05 13:06:08.112733	M017	ON
2011-05-05 13:06:15.996719	D007	CLOSE
2011-05-05 13:06:19.53246	M018	ON
2011-05-05 13:06:23.396767	M051	ON
2011-05-05 13:06:25.865605	M017	OFF
2011-05-05 13:06:26.476501	A001	2.52387
2011-05-05 13:06:28.957194	A001	2.48004
2011-05-05 13:06:30.345486	M018	OFF
2011-05-05 13:06:31.472948	A001	2.50418
2011-05-05 13:06:33.969329	A001	2.48004
2011-05-05 13:06:39.510594	M018	ON
2011-05-05 13:06:43.836266	A001	2.52504
2011-05-05 13:06:45.808637	M018	OFF
2011-05-05 13:06:46.30937	A001	2.48723
2011-05-05 13:06:47.563298	M018	ON
2011-05-05 13:06:49.499858	M051	OFF
2011-05-05 13:06:49.880887	M051	ON
2011-05-05 13:06:52.687049	M018	OFF
2011-05-05 13:06:53.284529	M018	ON
2011-05-05 13:06:54.887713	M017	ON
2011-05-05 13:06:55.649246	M019	ON
2011-05-05 13:06:55.673021	M051	OFF
2011-05-05 13:06:56.211337	A001	2.50902
2011-05-05 13:06:56.48474	M019	OFF
2011-05-05 13:06:57.708238	D009	OPEN
2011-05-05 13:06:58.323857	M018	OFF
2011-05-05 13:06:58.698121	A001	2.48387
2011-05-05 13:07:02.018867	P001	859
2011-05-05 13:07:04.258752	M016	ON
2011-05-05 13:07:04.861411	D009	CLOSE
