2011-07-11 15:30:13.950227	M031	ON
2011-07-11 15:30:15.085973	M031	OFF
2011-07-11 15:31:58.094233	T109	26
2011-07-11 15:33:24.513419	M024	ON
2011-07-11 15:33:28.999465	M024	OFF
2011-07-11 15:33:29.436763	M021	ON
2011-07-11 15:33:31.629499	M024	ON
2011-07-11 15:33:31.851759	M019	ON
2011-07-11 15:33:33.048975	M019	OFF
2011-07-11 15:33:33.385625	M021	OFF
2011-07-11 15:33:34.509615	M021	ON
2011-07-11 15:33:35.612291	M021	OFF
2011-07-11 15:33:36.568612	M021	ON
2011-07-11 15:33:38.022437	M024	OFF
2011-07-11 15:33:38.239661	M019	ON
2011-07-11 15:33:38.957958	M024	ON
2011-07-11 15:33:39.354318	M019	OFF
2011-07-11 15:33:40.52741	M021	OFF
2011-07-11 15:33:41.653289	M021	ON
2011-07-11 15:33:42.322878	M024	OFF
2011-07-11 15:33:43.237269	M024	ON
2011-07-11 15:33:44.112126	D001	CLOSE
2011-07-11 15:33:44.384958	M024	OFF
2011-07-11 15:33:44.793774	M019	ON
2011-07-11 15:33:45.131451	M024	ON
2011-07-11 15:33:45.905951	M019	OFF
2011-07-11 15:33:47.254738	M021	OFF
2011-07-11 15:33:47.602719	M019	ON
2011-07-11 15:33:47.805484	M021	ON
2011-07-11 15:33:48.492897	M022	ON
2011-07-11 15:33:48.720096	M019	OFF
2011-07-11 15:33:50.063443	M021	OFF
2011-07-11 15:33:50.196475	M023	ON
2011-07-11 15:33:50.716072	M001	ON
2011-07-11 15:33:50.787637	M019	ON
2011-07-11 15:33:51.017071	M022	OFF
2011-07-11 15:33:51.060883	M021	ON
2011-07-11 15:33:51.266912	M002	ON
2011-07-11 15:33:51.506098	M024	OFF
2011-07-11 15:33:51.684258	M022	ON
2011-07-11 15:33:51.901502	M019	OFF
2011-07-11 15:33:52.379056	M007	ON
2011-07-11 15:33:53.107281	M021	OFF
2011-07-11 15:33:53.246362	M023	OFF
2011-07-11 15:33:53.394721	M001	OFF
2011-07-11 15:33:53.744896	M002	OFF
2011-07-11 15:33:53.796298	M023	ON
2011-07-11 15:33:54.061538	M001	ON
2011-07-11 15:33:54.500093	M022	OFF
2011-07-11 15:33:54.975498	M007	OFF
2011-07-11 15:33:55.204081	M008	ON
2011-07-11 15:33:55.572151	M009	ON
2011-07-11 15:33:55.935852	M007	ON
2011-07-11 15:33:56.564095	M023	OFF
2011-07-11 15:33:57.086668	M001	OFF
2011-07-11 15:33:57.284016	M014	ON
2011-07-11 15:33:57.662182	M007	OFF
2011-07-11 15:33:57.700771	M008	OFF
2011-07-11 15:33:57.835086	M009	OFF
